SKU,Status,Qty,Cost,MSRP
5743B-BLK,In Stock,236.0,1.03,2.06
5743BK5,In Stock,267.0,36.26,72.51
5743BK5-BLK,In Stock,248.0,36.26,72.51
5744B,In Stock,2530.0,1.07,2.13
5744B-33,In Stock,885.0,1.44,2.87
5744B-33-BLK,In Stock,880.0,1.44,2.87
5744B-40,In Stock,1858.0,1.24,2.47
5744B-40-BLK,In Stock,1140.0,1.24,2.47
5744B-43,In Stock,2.0,1.30,2.60
5744B-43-BLK,In Stock,100.0,1.30,2.60
5744B-BLK,In Stock,2620.0,1.03,2.06
5744B33K5,In Stock,28.0,35.92,71.84
5744B33K5-BLK,In Stock,6.0,35.92,71.84
5744BK5,In Stock,251.0,36.26,72.51
5744BK5-BLK,In Stock,1242.0,36.26,72.51
5744BK5S,In Stock,151.0,36.26,72.51
5744BS,In Stock,484.0,1.07,2.13
5744D,In Stock,4625.0,0.80,1.60
5744D-BLK,In Stock,11900.0,0.89,1.78
5744DKJ,Out of Stock (0.0),0.0,26.24,52.47
5744DKJ-BLK,Out of Stock (0.0),0.0,26.24,52.47
5744ET,In Stock,1680.0,0.97,1.94
5744ET-BLK,In Stock,4000.0,1.07,2.13
5744L,In Stock,41439.0,0.80,1.60
5744L-BLK,In Stock,11335.0,0.89,1.78
5744LK6,In Stock,988.0,30.34,60.67
5744LK6-BLK,In Stock,568.0,30.34,60.67
5744LK8,In Stock,212.0,36.26,72.51
5744LK8-BLK,In Stock,190.0,36.26,72.51
5745,In Stock,53265.0,0.55,1.09
5745-BLK,In Stock,33038.0,0.59,1.18
5745-OET,In Stock,9.0,1.07,2.13
5745-OET-Z,In Stock,600.0,0.54,1.07
5745B,In Stock,57.0,1.07,2.13
5745B-33,In Stock,239.0,1.44,2.87
5745B-33-BLK,In Stock,10.0,1.44,2.87
5745B-40,In Stock,806.0,1.24,2.47
5745B-40-BLK,In Stock,1005.0,1.24,2.47
5745B-43,In Stock,530.0,1.30,2.60
5745B-43-BLK,In Stock,1316.0,1.30,2.60
5745B-BLK,In Stock,220.0,1.03,2.06
5745B33K5,In Stock,16.0,35.92,71.84
5745B33K5-BLK,In Stock,10.0,35.92,71.84
5745BK5,In Stock,78.0,36.26,72.51
5745BK5-BLK,In Stock,353.0,36.26,72.51
5745BK5S,In Stock,155.0,36.26,72.51
5745BS,In Stock,490.0,1.07,2.13
5745ET,In Stock,1900.0,1.07,2.13
5745K5,In Stock,50.0,25.90,51.79
5745K5-BLK,In Stock,124.0,25.90,51.79
5745K6,In Stock,625.0,27.38,54.75
5745K6-BLK,In Stock,467.0,27.38,54.75
5746L,In Stock,7440.0,0.80,1.60
5746L-BLK,In Stock,1820.0,0.89,1.78
5746LK6,In Stock,136.0,30.34,60.67
5746LK6-BLK,In Stock,59.0,30.34,60.67
5746LK8,In Stock,41.0,36.26,72.51
5746LK8-BLK,In Stock,154.0,36.26,72.51
5747,In Stock,14785.0,0.55,1.09
5747-BLK,In Stock,9860.0,0.59,1.18
5747B,In Stock,3085.0,1.03,2.06
5747B-33,In Stock,3199.0,1.44,2.87
5747B-33-BLK,In Stock,765.0,1.44,2.87
5747B-40,In Stock,80.0,1.24,2.47
5747B-40-BLK,In Stock,160.0,1.24,2.47
5747B-43,In Stock,558.0,1.30,2.60
5747B-43-BLK,In Stock,895.0,1.30,2.60
5747B-BLK,In Stock,165.0,1.03,2.06
5747B33K5,In Stock,25.0,35.92,71.84
5747B33K5-BLK,Out of Stock (0.0),0.0,35.92,71.84
5747BK5,In Stock,85.0,36.26,72.51
5747BK5-BLK,In Stock,198.0,36.26,72.51
5747K5-BLK,In Stock,35.0,25.90,51.80
5747K6,In Stock,724.0,27.38,54.75
5747K6-BLK,In Stock,156.0,27.38,54.75
5748L,In Stock,7920.0,0.80,1.60
5748L-BLK,In Stock,5194.0,0.89,1.78
5748LK5,In Stock,1446.0,30.34,60.67
5748LK5-BLK,In Stock,13.0,30.34,60.67
5748LK8,In Stock,94.0,36.26,72.51
5748LK8-BLK,In Stock,24.0,36.26,72.51
5749L,In Stock,396.0,0.80,1.60
5749LK5,In Stock,43.0,30.34,60.67
5749LK5-BLK,In Stock,52.0,25.90,51.80
5749LK6,In Stock,33.0,30.34,60.67
5750,In Stock,501.0,0.94,1.88
5863,In Stock,3600.0,1.31,2.61
5865,In Stock,4400.0,1.31,2.61
5865-BLK,In Stock,8400.0,1.31,2.61
5866,In Stock,5200.0,1.31,2.61
5866-BLK,In Stock,400.0,1.31,2.61
5867,In Stock,4180.0,1.31,2.61
5869,In Stock,4800.0,1.31,2.61
5875,In Stock,5000.0,1.31,2.61
5876,In Stock,4000.0,1.31,2.61
5876-BLK,In Stock,4000.0,1.31,2.61
6-17300-L23,In Stock,9.0,33.15,51.00
6-17300-R23,In Stock,34.0,33.15,51.00
60040,In Stock,136.0,14.30,21.99
60042,In Stock,92.0,23.40,36.00
60043,In Stock,50.0,31.85,48.99
60045,In Stock,124.0,40.95,62.99
610-2161G,In Stock,78.0,284.20,405.99
610-2161MB,In Stock,72.0,284.20,405.99
610-2165G,In Stock,70.0,291.90,416.99
610-2165MB,In Stock,67.0,291.90,416.99
610-2173G,In Stock,35.0,284.20,405.99
610-2173MB,In Stock,61.0,284.20,405.99
610-2861G,In Stock,112.0,272.30,388.99
610-2861MB,In Stock,49.0,272.30,388.99
610-2865G,In Stock,70.0,276.50,394.99
610-2865MB,In Stock,113.0,276.50,394.99
610-2873G,In Stock,4.0,272.30,388.99
610-2873MB,In Stock,31.0,272.30,388.99
610-7761G,In Stock,137.0,182.70,260.99
610-7761MB,In Stock,42.0,182.70,260.99
610-7765G,In Stock,112.0,182.70,260.99
610-7765MB,In Stock,5.0,182.70,260.99
610-7773G,In Stock,131.0,182.70,260.99
610-7773MB,In Stock,122.0,182.70,260.99
610-7861G,In Stock,51.0,198.80,283.99
610-7861MB,In Stock,31.0,198.80,283.99
610-7865G,Out of Stock (0.0),0.0,198.80,283.99
610-7865MB,In Stock,1.0,198.80,283.99
610-7873G,In Stock,29.0,198.80,283.99
610-7873MB,In Stock,44.0,198.80,283.99
611-2161GBMD,In Stock,155.0,277.90,396.99
611-2165GBMD,In Stock,48.0,277.90,396.99
611-2173GBMD,In Stock,24.0,277.90,396.99
611-2861GBMD,In Stock,122.0,270.20,385.99
611-2865GBMD,In Stock,49.0,270.20,385.99
611-2873GBMD,In Stock,1.0,270.20,385.99
611-7761GBMD,In Stock,77.0,183.40,261.99
611-7765GBMD,In Stock,117.0,183.40,261.99
611-7861GBMD,In Stock,24.0,191.80,273.99
611-7865GBMD,In Stock,133.0,191.80,273.99
611-8861GBMD,In Stock,3.0,217.00,309.99
611-8865GBMD,In Stock,148.0,217.00,309.99
611-8873GBMD,In Stock,124.0,217.00,309.99
611-8961GBMD,In Stock,26.0,228.90,326.99
611-8965GBMD,In Stock,119.0,228.90,326.99
611-8973GBMD,In Stock,198.0,228.90,326.99
652-2161GBD,In Stock,6.0,264.60,377.99
652-2165GBD,In Stock,64.0,264.60,377.99
652-2173GBD,In Stock,29.0,264.60,377.99
652-2185GBD,In Stock,10.0,264.60,377.99
652-2861GBD,In Stock,9.0,256.90,366.99
652-2865GBD,In Stock,43.0,256.90,366.99
652-2873GBD,In Stock,41.0,256.90,366.99
652-2885GBD,In Stock,20.0,256.90,366.99
652-7761GBD,In Stock,96.0,175.00,249.99
652-7765GBD,In Stock,52.0,175.00,249.99
652-7861GBD,In Stock,71.0,182.70,260.99
652-7865GBD,In Stock,48.0,182.70,260.99
652-8861GBD,Out of Stock (0.0),0.0,206.50,294.99
652-8865GBD,In Stock,33.0,206.50,294.99
652-8873GBD,In Stock,77.0,206.50,294.99
652-8885GBD,In Stock,105.0,206.50,294.99
652-8961GBD,In Stock,8.0,217.70,310.99
652-8965GBD,In Stock,67.0,217.70,310.99
652-8973GBD,In Stock,106.0,217.70,310.99
652-8985GBD,In Stock,133.0,217.70,310.99
661-2161GGD,In Stock,63.0,295.40,421.99
661-2173GGD,Out of Stock (0.0),0.0,295.40,421.99
661-2861GGD,In Stock,59.0,287.70,410.99
661-2873GGD,In Stock,24.0,287.70,410.99
661-8861GGD,Out of Stock (0.0),0.0,225.40,321.99
661-8865GGD,In Stock,34.0,225.40,321.99
661-8873GGD,In Stock,16.0,225.40,321.99
661-8961GGD,In Stock,9.0,233.10,332.99
661-8965GGD,In Stock,34.0,233.10,332.99
661-8973GGD,In Stock,21.0,233.10,332.99
681-22161P,In Stock,72.0,647.50,924.99
681-22173P,In Stock,46.0,647.50,924.99
681-22961P,In Stock,62.0,637.00,909.99
681-22973P,In Stock,59.0,637.00,909.99
681362,Out of Stock (0.0),0.0,16.50,33.00
681363,Out of Stock (0.0),0.0,16.50,33.00
681364,Out of Stock (0.0),0.0,16.50,33.00
7000,Out of Stock (0.0),0.0,4.04,8.07
7000K6,In Stock,45.0,58.78,117.55
7000K6-BLK,In Stock,68.0,58.78,117.55
7000K6-BLU,In Stock,82.0,62.04,124.08
7000K6-RED,In Stock,103.0,62.04,124.08
7002K5,In Stock,26.0,52.25,104.49
7002K5-BLK,In Stock,151.0,52.25,104.49
7004,Out of Stock (0.0),0.0,4.04,8.07
7004-BLK,Out of Stock (0.0),0.0,4.04,8.07
7004K6,In Stock,312.0,61.33,122.66
7004K6-BLK,In Stock,111.0,61.33,122.66
7004K6-BLU,In Stock,96.0,64.74,129.48
7004K6-RED,In Stock,6.0,64.74,129.48
7004K8,In Stock,430.0,78.37,156.73
7004K8-BLK,In Stock,305.0,78.37,156.73
7004K8-BLU,In Stock,137.0,81.78,163.55
7004K8-RED,In Stock,81.0,81.78,163.55
7005,Out of Stock (0.0),0.0,4.04,8.07
7005K6,In Stock,74.0,61.33,122.66
7005K6-BLK,In Stock,64.0,61.33,122.66
7005K6-BLU,In Stock,18.0,64.74,129.48
7005K6-RED,In Stock,12.0,64.74,129.48
7006,Out of Stock (0.0),0.0,4.04,8.07
7006-BLK,Out of Stock (0.0),0.0,4.04,8.07
7006K6,In Stock,43.0,61.33,122.66
7006K6-BLK,In Stock,32.0,61.33,122.66
7006K8,In Stock,11.0,78.37,156.73
7006K8-BLK,In Stock,66.0,78.37,156.73
7008K5,In Stock,34.0,49.98,99.95
7008K5-BLK,In Stock,21.0,49.98,99.95
7008K8,In Stock,35.0,78.37,156.73
7008K8-BLK,In Stock,69.0,78.37,156.73
7008K8-BLU,In Stock,14.0,81.78,163.55
7008K8-RED,In Stock,27.0,81.78,163.55
7204-BLK,In Stock,1.0,6.73,13.45
7204K8,In Stock,107.0,112.44,224.88
7204K8-BLK,In Stock,11.0,112.44,224.88
7204K8-BLU,In Stock,23.0,124.94,249.87
7204K8-RED,In Stock,20.0,124.94,249.87
7206-BLK,Out of Stock (0.0),0.0,6.73,13.45
7206K8,In Stock,14.0,112.44,224.88
7206K8-BLK,In Stock,146.0,112.44,224.88
7208,Out of Stock (0.0),0.0,6.73,13.45
7208K8,In Stock,77.0,112.44,224.88
7208K8-BLK,In Stock,36.0,112.44,224.88
8015-2181B,Out of Stock (0.0),0.0,234.50,334.99
8015-2970B,Out of Stock (0.0),0.0,241.50,344.99
8015-7970BTR,Out of Stock (0.0),0.0,196.00,279.99
8015-8981B18,Out of Stock (0.0),0.0,214.20,305.99
8065-Z,In Stock,1340.0,0.64,1.07
8090-2970M18,Out of Stock (0.0),0.0,240.80,343.99
8090-2970MB,Out of Stock (0.0),0.0,231.00,329.99
8090-2981MB,Out of Stock (0.0),0.0,231.00,329.99
8090-8970M18,Out of Stock (0.0),0.0,213.50,304.99
8090-8970MB18,Out of Stock (0.0),0.0,199.50,284.99
8090-8981MB18,Out of Stock (0.0),0.0,199.50,284.99
8094PK8-B,In Stock,201.0,81.77,136.29
8094PK8-C,In Stock,453.0,81.77,136.29
8094PPXLK10-B,Out of Stock (0.0),0.0,122.66,204.44
8094PPXLK10-C,In Stock,2.0,122.66,204.44
8098PPXLK10-B,In Stock,8.0,122.66,204.44
8098PPXLK10-C,In Stock,1.0,122.66,204.44
8100-Z,In Stock,446.0,6.59,10.99
8101-22881CI121,In Stock,1.0,466.20,665.99
8101-22881MR121,Out of Stock (0.0),0.0,411.60,587.99
8101-2881BI121,In Stock,1.0,380.80,543.99
8101-2881CI121,In Stock,16.0,497.70,710.99
8101-2881MR121,Out of Stock (0.0),0.0,372.40,531.99
8102-Z,In Stock,516.0,6.59,10.99
8103-7970M18,Out of Stock (0.0),0.0,210.00,299.99
8104-Z,In Stock,165.0,6.59,10.99
8105-Z,In Stock,503.0,6.59,10.99
8106-Z,In Stock,371.0,6.59,10.99
8107-2170MB,In Stock,30.0,234.50,334.99
8107-2281BM,Out of Stock (0.0),0.0,279.30,398.99
8107-2970BM,Out of Stock (0.0),0.0,240.80,343.99
8107-8970BTR,Out of Stock (0.0),0.0,227.50,324.99
8107-Z,In Stock,741.0,6.59,10.99
8107D-2879BF115,Out of Stock (0.0),0.0,350.00,499.99
8107D-2879BR192,In Stock,16.0,350.00,499.99
8107D-7677FP,Out of Stock (0.0),0.0,268.10,382.99
8107D-7681RP,Out of Stock (0.0),0.0,268.10,382.99
8108-Z,In Stock,570.0,6.59,10.99
8109-Z,In Stock,580.0,6.59,10.99
8118-2937B,Out of Stock (0.0),0.0,231.00,329.99
8118-2937MZ,Out of Stock (0.0),0.0,231.00,329.99
8118-2952BM,Out of Stock (0.0),0.0,240.80,343.99
8119-2137GB-19,In Stock,71.0,272.30,388.99
8119-2137M-19,In Stock,51.0,291.90,416.99
8120-22183GB-19,Out of Stock (0.0),0.0,307.30,438.99
8120-2983GB0,In Stock,42.0,264.60,377.99
8120-2983GB18,In Stock,33.0,264.60,377.99
8120-8936GB18,Out of Stock (0.0),0.0,252.00,0.00
8120-8983GB18,Out of Stock (0.0),0.0,252.00,0.00
8121-22170GB-19,Out of Stock (0.0),0.0,307.30,438.99
8121-22178GB-19,In Stock,10.0,307.30,438.99
8121-22181GB-19,Out of Stock (0.0),0.0,307.30,438.99
8121-22183GB-19,In Stock,61.0,307.30,438.99
8121-2932GB18,In Stock,36.0,264.60,377.99
8121-2970GB0,In Stock,99.0,264.60,377.99
8121-2970GB18,In Stock,86.0,264.60,377.99
8121-2978GB0,In Stock,47.0,264.60,377.99
8121-2978GB18,In Stock,76.0,264.60,377.99
8121-2981GB0,In Stock,48.0,264.60,377.99
8121-2981GB18,In Stock,55.0,264.60,377.99
8121-2983GB0,Out of Stock (0.0),0.0,264.60,377.99
8121-2983GB18,Out of Stock (0.0),0.0,264.60,377.99
8161-C,In Stock,2820.0,1.85,3.09
8165L-C,In Stock,5330.0,1.52,2.54
8265-C,In Stock,3230.0,1.34,2.24
8300-C,In Stock,110.0,7.49,12.49
8300L-C,In Stock,604.0,8.99,14.99
8302-C,In Stock,222.0,7.49,12.49
8304-2936M0,Out of Stock (0.0),0.0,196.00,0.00
8304-2970M0,Out of Stock (0.0),0.0,196.00,0.00
8304-2981M0,Out of Stock (0.0),0.0,196.00,0.00
8304-2983M0,Out of Stock (0.0),0.0,196.00,0.00
8304-7936M0,Out of Stock (0.0),0.0,196.00,0.00
8304-7973M12,Out of Stock (0.0),0.0,196.00,0.00
8304-7983M0,Out of Stock (0.0),0.0,196.00,0.00
8304-7983M12,Out of Stock (0.0),0.0,196.00,0.00
8304-C,In Stock,487.0,7.49,12.49
8304L-C,In Stock,308.0,8.99,14.99
8305-5744MG,In Stock,15.0,151.90,216.99
8305-8970MB18,Out of Stock (0.0),0.0,186.90,266.99
8305-8981MB18,Out of Stock (0.0),0.0,206.50,294.99
8305-C,In Stock,339.0,7.49,12.49
8306-7883BZ25,Out of Stock (0.0),0.0,213.50,304.99
8306-7883MB25,Out of Stock (0.0),0.0,213.50,304.99
8306-8983BZ20,Out of Stock (0.0),0.0,220.50,314.99
8306-8983MB20,Out of Stock (0.0),0.0,220.50,314.99
8306L-C,In Stock,525.0,8.99,14.99
8307-C,In Stock,650.0,7.49,12.49
8308L-C,In Stock,541.0,8.99,14.99
8309-7973B,Out of Stock (0.0),0.0,190.40,271.99
8309-C,In Stock,316.0,7.49,12.49
8310-7936GB,In Stock,28.0,196.00,279.99
8310-7936MGT,In Stock,74.0,196.00,279.99
8310-7970GB,In Stock,57.0,196.00,279.99
8310-7970MGT,In Stock,65.0,196.00,279.99
8310-7978GB,In Stock,48.0,196.00,279.99
8310-7978MGT,In Stock,54.0,196.00,279.99
8310-7981GB,In Stock,32.0,196.00,279.99
8310-7981MGT,In Stock,35.0,196.00,279.99
8310-7983GB,In Stock,29.0,196.00,279.99
8310-7983MGT,In Stock,8.0,196.00,279.99
8350-Z,In Stock,1502.0,0.60,1.00
8352-Z,In Stock,12800.0,0.40,0.67
8354-Z,In Stock,8600.0,0.60,1.00
8355-Z,In Stock,2800.0,0.60,1.00
8357-Z,In Stock,15000.0,0.60,1.00
8358-Z,Out of Stock (0.0),0.0,0.90,1.50
8359-Z,In Stock,15000.0,0.40,0.67
8405-C,In Stock,3600.0,0.84,1.40
8407-C,In Stock,14400.0,0.84,1.40
8430K6-Z,In Stock,104.0,19.76,32.94
8434K6-Z,In Stock,1.0,19.76,32.94
8434K6ET-Z,In Stock,83.0,24.53,40.89
8434K8-Z,In Stock,118.0,24.53,40.89
8435K5-Z,In Stock,97.0,17.72,29.53
8435K6-Z,In Stock,11.0,19.76,32.94
8435K6ET-Z,In Stock,33.0,24.53,40.89
8436K6-Z,In Stock,71.0,19.76,32.94
8436K8-Z,In Stock,17.0,24.53,40.89
8437K5-Z,In Stock,50.0,17.72,29.53
8437K6-Z,In Stock,64.0,19.76,32.94
8438K5-Z,In Stock,28.0,17.72,29.53
8438K8-Z,In Stock,15.0,24.53,40.89
8440-B,Out of Stock (0.0),0.0,0.90,1.50
8440-C,Out of Stock (0.0),0.0,0.90,1.50
8440K6-B,In Stock,28.0,25.08,41.80
8440K6-C,In Stock,11.0,27.43,45.71
8442-C,Out of Stock (0.0),0.0,0.90,1.50
8442K5-B,In Stock,86.0,22.73,37.88
8442K5-C,In Stock,22.0,23.99,39.98
8443BK5-B,Out of Stock (0.0),0.0,56.22,93.70
8443BK5-C,In Stock,4.0,59.97,99.95
8444-B,Out of Stock (0.0),0.0,0.90,1.50
8444-C,Out of Stock (0.0),0.0,0.90,1.50
8444BK5-B,In Stock,1.0,51.11,85.18
8444BK5-C,In Stock,42.0,51.10,85.17
8444BK5L-B,In Stock,32.0,56.22,93.70
8444BK5L-C,In Stock,77.0,59.97,99.95
8444BK5S-B,In Stock,26.0,52.47,87.45
8444BK5S-C,In Stock,69.0,51.11,85.18
8444K6-B,In Stock,180.0,26.17,43.61
8444K6-C,In Stock,160.0,26.24,43.73
8444K6ET-B,In Stock,120.0,31.48,52.47
8444K6ET-C,In Stock,77.0,33.73,56.22
8444L-B,Out of Stock (0.0),0.0,1.50,2.50
8444L-C,Out of Stock (0.0),0.0,1.20,2.00
8444LK6-B,In Stock,85.0,32.37,53.95
8444LK6-C,In Stock,85.0,40.07,66.78
8444LK6ET-B,In Stock,59.0,37.48,62.47
8444LK6ET-C,In Stock,58.0,44.98,74.96
8444LK8-B,In Stock,27.0,42.59,70.98
8444LK8-C,In Stock,140.0,52.47,87.45
8445-B,Out of Stock (0.0),0.0,0.90,1.50
8445-C,Out of Stock (0.0),0.0,0.90,1.50
8445BK5-B,In Stock,67.0,56.22,93.70
8445BK5-C,In Stock,8.0,59.97,99.95
8445BK5S-B,In Stock,62.0,52.47,87.45
8445BK5S-C,In Stock,41.0,51.11,85.18
8445K5-B,Out of Stock (0.0),0.0,21.74,36.23
8445K5-C,Out of Stock (0.0),0.0,25.08,41.80
8445K6-B,In Stock,199.0,27.26,45.43
8445K6-C,In Stock,52.0,28.62,47.70
8445K6ET-B,In Stock,43.0,31.48,52.47
8445K6ET-C,In Stock,22.0,35.27,58.78
8446LK6-B,In Stock,51.0,29.78,49.63
8446LK6-C,In Stock,4.0,34.34,57.24
8446LK8-B,In Stock,53.0,39.19,65.31
8446LK8-C,In Stock,89.0,44.98,74.96
8447-B,Out of Stock (0.0),0.0,0.90,1.50
8447-C,Out of Stock (0.0),0.0,0.90,1.50
8447BK5-B,In Stock,2.0,56.22,93.70
8447BK5-C,In Stock,3.0,59.97,99.95
8447K5-B,Out of Stock (0.0),0.0,21.74,36.23
8447K5-C,In Stock,39.0,23.99,39.98
8447K6-B,In Stock,11.0,23.99,39.98
8447K6-C,In Stock,36.0,26.24,43.73
8447K6ET-B,Out of Stock (0.0),0.0,31.48,52.47
8447K6ET-C,In Stock,6.0,35.27,58.78
8448L-B,Out of Stock (0.0),0.0,1.50,2.50
8448L-C,Out of Stock (0.0),0.0,1.20,2.00
8448LK5-B,In Stock,26.0,26.99,44.98
8448LK5-C,In Stock,87.0,28.48,47.47
8448LK8-B,In Stock,62.0,40.89,68.15
8448LK8-C,In Stock,21.0,44.98,74.96
8450-C,In Stock,5400.0,1.06,1.76
8454-B,In Stock,1900.0,1.06,1.76
8454-C,In Stock,500.0,1.06,1.76
8454ET-B,In Stock,500.0,1.12,1.87
8454ET-C,In Stock,2500.0,1.15,1.91
8454L-B,In Stock,800.0,1.27,2.11
8454L-C,In Stock,5712.0,1.20,2.00
8454LET-B,In Stock,800.0,1.33,2.21
8454LET-C,In Stock,400.0,1.45,2.41
8455-B,Out of Stock (0.0),0.0,1.06,1.76
8455-C,In Stock,13900.0,1.06,1.76
8457-C,In Stock,14500.0,1.06,1.76
8458L-C,Out of Stock (0.0),0.0,1.20,2.00
8459L-C,In Stock,13140.0,1.50,2.50
8730-Z,In Stock,6400.0,0.78,1.30
8730K6-Z,In Stock,337.0,20.24,33.73
8734-Z,In Stock,1800.0,0.78,1.30
8734ET-Z,In Stock,1900.0,0.61,1.01
8734K6-Z,In Stock,982.0,20.24,33.73
8734K6ET-Z,In Stock,477.0,27.26,45.43
8734K8-Z,In Stock,624.0,25.49,42.48
8735-Z,In Stock,2200.0,0.78,1.30
8735ET-Z,In Stock,2600.0,0.62,1.03
8735K5-Z,In Stock,908.0,17.99,29.98
8735K6-Z,In Stock,118.0,20.24,33.73
8735K6ET-Z,In Stock,97.0,27.26,45.43
8736-Z,In Stock,6500.0,0.57,0.95
8736K6-Z,In Stock,234.0,20.24,33.73
8736K8-Z,In Stock,34.0,25.49,42.48
8737-Z,In Stock,5400.0,0.78,1.30
8737K5-Z,In Stock,307.0,17.99,29.98
8737K6-Z,In Stock,64.0,20.24,33.73
8738-Z,In Stock,5488.0,0.78,1.30
8738K5-Z,In Stock,73.0,17.99,29.98
8738K8-Z,In Stock,100.0,25.49,42.48
8740-B,In Stock,8000.0,1.02,1.70
8740-C,In Stock,15000.0,0.96,1.60
8740K6-B,In Stock,422.0,26.24,43.73
8740K6-C,In Stock,833.0,29.98,49.97
8740K6ET-B,In Stock,184.0,33.73,56.22
8740K6ET-C,In Stock,47.0,35.26,58.77
8741BK5-B,In Stock,34.0,54.72,91.20
8741BK5-C,In Stock,55.0,57.72,96.20
8742-B,In Stock,250.0,1.02,1.70
8742-C,In Stock,5700.0,0.96,1.60
8742K5-B,In Stock,52.0,22.49,37.48
8742K5-C,In Stock,208.0,23.99,39.98
8743B-B,Out of Stock (0.0),0.0,1.80,3.00
8743B-C,Out of Stock (0.0),0.0,1.80,3.00
8743BK5-B,In Stock,238.0,53.97,89.95
8743BK5-C,In Stock,347.0,57.72,96.20
8744-B,Out of Stock (0.0),0.0,1.02,1.70
8744-C,In Stock,1879.0,0.96,1.60
8744B-B,Out of Stock (0.0),0.0,1.80,3.00
8744B-C,Out of Stock (0.0),0.0,1.80,3.00
8744BK5-B,In Stock,122.0,53.97,89.95
8744BK5-C,In Stock,1362.0,57.72,96.20
8744BK5L-B,In Stock,129.0,56.22,93.70
8744BK5L-C,In Stock,140.0,59.97,99.95
8744BK5S-B,In Stock,91.0,52.47,87.45
8744BK5S-C,In Stock,183.0,51.11,85.18
8744ET-B,In Stock,100.0,1.50,2.50
8744ET-C,Out of Stock (0.0),0.0,1.50,2.50
8744K6-B,In Stock,431.0,26.24,43.73
8744K6-C,In Stock,1200.0,29.98,49.97
8744K6ET-B,In Stock,724.0,33.73,56.22
8744K6ET-C,In Stock,302.0,37.48,62.47
8744L-B,In Stock,614.0,1.32,2.20
8744L-C,In Stock,16880.0,1.32,2.20
8744LET-B,In Stock,4560.0,1.40,2.34
8744LET-C,In Stock,1200.0,1.52,2.53
8744LK6-B,In Stock,2457.0,33.73,56.22
8744LK6-C,In Stock,1389.0,37.48,62.47
8744LK6ET-B,In Stock,560.0,40.48,67.46
8744LK6ET-C,In Stock,83.0,44.98,74.96
8744LK8-B,In Stock,1589.0,41.23,68.71
8744LK8-C,In Stock,1154.0,48.73,81.21
8745-B,In Stock,1900.0,1.02,1.70
8745-C,In Stock,400.0,0.96,1.60
8745B-B,Out of Stock (0.0),0.0,1.59,2.65
8745B-C,Out of Stock (0.0),0.0,1.59,2.65
8745BK5-B,In Stock,79.0,53.97,89.95
8745BK5-C,In Stock,607.0,57.72,96.20
8745BK5L-B,In Stock,236.0,46.48,77.46
8745BK5L-C,In Stock,202.0,46.48,77.46
8745BK5S-B,In Stock,118.0,52.47,87.45
8745BK5S-C,In Stock,275.0,51.11,85.18
8745ET-B,In Stock,800.0,1.32,2.20
8745ET-C,Out of Stock (0.0),0.0,1.50,2.50
8745K5-B,In Stock,91.0,22.49,37.48
8745K5-C,In Stock,3151.0,23.99,39.98
8745K6-B,In Stock,880.0,26.24,43.73
8745K6-C,In Stock,747.0,29.98,49.97
8745K6ET-B,In Stock,945.0,33.73,56.22
8745K6ET-C,In Stock,303.0,37.48,62.47
8746L-B,In Stock,2160.0,1.32,2.20
8746L-C,In Stock,7840.0,1.32,2.20
8746LK6-B,In Stock,75.0,33.73,56.22
8746LK6-C,In Stock,219.0,40.89,68.15
8746LK8-B,In Stock,181.0,41.23,68.71
8746LK8-C,In Stock,65.0,53.15,88.59
8747-B,In Stock,1515.0,1.02,1.70
8747-C,In Stock,685.0,0.96,1.60
8747BK5-B,In Stock,132.0,53.97,89.95
8747BK5-C,In Stock,148.0,57.72,96.20
8747K5-B,In Stock,213.0,22.49,37.48
8747K5-C,In Stock,923.0,23.99,39.98
8747K6-B,In Stock,329.0,26.24,43.73
8747K6-C,In Stock,160.0,29.98,49.97
8747K6ET-B,In Stock,111.0,33.73,56.22
8747K6ET-C,In Stock,126.0,37.48,62.47
8748L-B,In Stock,680.0,1.32,2.20
8748L-C,In Stock,920.0,1.32,2.20
8748LK5-B,In Stock,27.0,29.98,49.97
8748LK5-C,In Stock,75.0,36.80,61.33
8748LK8-B,In Stock,243.0,43.10,71.84
8748LK8-C,In Stock,301.0,50.94,84.90
8749BK5-B,In Stock,93.0,39.73,66.21
8749BK5-C,In Stock,29.0,39.73,66.21
90001,In Stock,70.0,78.00,119.99
91001,In Stock,1.0,68.90,105.99
91010,Out of Stock (0.0),0.0,105.30,161.99
91011,In Stock,82.0,85.80,131.99
9110-2170BMN,Out of Stock (0.0),0.0,325.50,0.00
9110-2170GBN,In Stock,4.0,310.80,443.99
9110-2170PN,Out of Stock (0.0),0.0,385.00,0.00
9110-2178BMN,Out of Stock (0.0),0.0,325.50,0.00
9110-2178GBN,In Stock,16.0,310.80,443.99
9110-2178PN,Out of Stock (0.0),0.0,385.00,0.00
9110-2181BMN,Out of Stock (0.0),0.0,325.50,0.00
9110-2181GBN,In Stock,4.0,310.80,443.99
9110-2181PN,Out of Stock (0.0),0.0,385.00,0.00
9110-2183BMN,Out of Stock (0.0),0.0,325.50,0.00
9110-2183PN,Out of Stock (0.0),0.0,385.00,0.00
9110-22136BMN,Out of Stock (0.0),0.0,367.50,0.00
9110-22170BMN,Out of Stock (0.0),0.0,367.50,0.00
